Yaw,Pitch,Roll,X Accel,Y Accel,Z Accel,X Rate,Y Rate,Z Rate,Magnetic X,Magnetic Y,Magnetic Z,Gravity X,Gravity Y,Gravity Z
-46.13199996948242,-1.4210000038146973,-2.3980000019073486,-0.2549999952316284,0.4050000011920929,-9.437999725341797,0.0008110000053420663,0.00015799999528098851,0.00042799999937415123,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12900161743164,-1.4199999570846558,-2.3989999294281006,-0.2409999966621399,0.3959999978542328,-9.428000450134277,-8.199999865610152e-05,-0.00018600000475998968,0.0015010000206530094,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12799835205078,-1.4210000038146973,-2.4010000228881836,-0.19900000095367432,0.4000000059604645,-9.420999526977539,0.0005370000144466758,-0.0018720000516623259,0.00021100000594742596,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.125999450683594,-1.4190000295639038,-2.4019999504089355,-0.24799999594688416,0.4169999957084656,-9.442000389099121,-0.00018200000340584666,-0.0013249999610707164,0.0012130000395700336,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.125,-1.4199999570846558,-2.4010000228881836,-0.21799999475479126,0.3930000066757202,-9.418999671936035,-0.00010199999815085903,-0.0011119999689981341,0.00036800000816583633,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12300109863281,-1.4179999828338623,-2.4019999504089355,-0.21299999952316284,0.4000000059604645,-9.437000274658203,-0.00040099999750964344,0.0011889999732375145,-0.001069999998435378,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.125,-1.4170000553131104,-2.4010000228881836,-0.2529999911785126,0.382999986410141,-9.428000450134277,-0.0001539999939268455,-0.0009260000078938901,-0.0001990000018849969,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12900161743164,-1.4179999828338623,-2.4000000953674316,-0.2709999978542328,0.4099999964237213,-9.442000389099121,-0.0012779999524354935,-0.0005639999872073531,0.00016199999663513154,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.125,-1.4190000295639038,-2.4010000228881836,-0.2540000081062317,0.3840000033378601,-9.402999877929688,-0.002297000028192997,-0.00229199999012053,-0.000914999982342124,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12300109863281,-1.4190000295639038,-2.3989999294281006,-0.210999995470047,0.3779999911785126,-9.439000129699707,0.0010089999996125698,0.0020719999447464943,-0.0005370000144466758,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12300109863281,-1.4179999828338623,-2.3980000019073486,-0.2759999930858612,0.3970000147819519,-9.411999702453613,0.0007340000011026859,0.0009289999725297093,-0.0003760000108741224,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12200164794922,-1.4199999570846558,-2.3980000019073486,-0.21199999749660492,0.3700000047683716,-9.395999908447266,-0.0011030000168830156,-0.0006169999833218753,0.00014000000373926014,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12300109863281,-1.4179999828338623,-2.3949999809265137,-0.2240000069141388,0.39800000190734863,-9.411999702453613,-0.00034699999378062785,-0.0008239999879151583,-0.0008730000117793679,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.119998931884766,-1.4179999828338623,-2.3949999809265137,-0.24699999392032623,0.39800000190734863,-9.411999702453613,0.0009879999561235309,0.0008590000215917826,0.00045399999362416565,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12200164794922,-1.4190000295639038,-2.3949999809265137,-0.22200000286102295,0.4090000092983246,-9.449999809265137,-0.0006130000110715628,-0.0006249999860301614,-0.00010900000052060932,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12099838256836,-1.4179999828338623,-2.3940000534057617,-0.23100000619888306,0.4020000100135803,-9.428000450134277,-0.0009539999882690609,0.0006810000049881637,-0.00012199999764561653,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.119998931884766,-1.4190000295639038,-2.3959999084472656,-0.22599999606609344,0.414000004529953,-9.447999954223633,0.00025599999935366213,-0.0013780000153928995,-0.0002629999944474548,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12099838256836,-1.4179999828338623,-2.3959999084472656,-0.20800000429153442,0.38999998569488525,-9.439000129699707,-0.0003640000068116933,-7.699999696342275e-05,0.0006629999843426049,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.11899948120117,-1.4179999828338623,-2.3959999084472656,-0.20200000703334808,0.38100001215934753,-9.427000045776367,0.0017800000496208668,0.00092299998505041,0.0002880000101868063,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.11600112915039,-1.4190000295639038,-2.3980000019073486,-0.27000001072883606,0.40299999713897705,-9.40999984741211,-0.0012280000373721123,0.00021899999410379678,5.700000110664405e-05,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12099838256836,-1.4179999828338623,-2.3970000743865967,-0.23800000548362732,0.3869999945163727,-9.418999671936035,-8.600000001024455e-05,0.00029600001289509237,-0.00026500000967644155,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12200164794922,-1.4190000295639038,-2.3970000743865967,-0.23399999737739563,0.3889999985694885,-9.414999961853027,-0.000375000003259629,0.00023099999816622585,-0.00031800000579096377,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.119998931884766,-1.4190000295639038,-2.3970000743865967,-0.24699999392032623,0.4009999930858612,-9.407999992370605,-2.5999999706982635e-05,-0.0007379999733529985,0.0007459999760612845,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12099838256836,-1.4190000295639038,-2.3970000743865967,-0.21799999475479126,0.4169999957084656,-9.444999694824219,-0.0005080000264570117,0.00017499999376013875,-0.0003600000054575503,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12200164794922,-1.4190000295639038,-2.3980000019073486,-0.2150000035762787,0.3779999911785126,-9.416999816894531,-0.0016740000573918223,-0.0005879999953322113,0.0005699999746866524,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12699890136719,-1.4190000295639038,-2.3980000019073486,-0.1979999989271164,0.3959999978542328,-9.420999526977539,0.0004670000053010881,-0.0002390000008745119,0.000391999987186864,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.124000549316406,-1.4190000295639038,-2.3980000019073486,-0.26100000739097595,0.375,-9.454000473022461,0.0012240000069141388,-0.0001900000061141327,-0.0005039999959990382,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12300109863281,-1.4210000038146973,-2.3970000743865967,-0.22699999809265137,0.3930000066757202,-9.449999809265137,-0.00020900000527035445,-0.0012179999612271786,0.000678999989759177,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12099838256836,-1.4210000038146973,-2.3980000019073486,-0.25999999046325684,0.42800000309944153,-9.47599983215332,5.500000042957254e-05,-0.0006230000290088356,0.001095999963581562,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.12200164794922,-1.4229999780654907,-2.3989999294281006,-0.19499999284744263,0.39100000262260437,-9.406999588012695,-0.002133999951183796,-0.00037900000461377203,-0.0004870000120718032,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.125,-1.4210000038146973,-2.3980000019073486,-0.24300000071525574,0.39100000262260437,-9.42300033569336,0.001630999962799251,-3.000000106112566e-06,-0.0009239999926649034,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
-46.124000549316406,-1.4199999570846558,-2.3989999294281006,-0.23899999260902405,0.3959999978542328,-9.437999725341797,-0.0012839999981224537,2.4000000848900527e-05,-0.0006290000164881349,0.23399999737739563,0.0,0.4212000072002411,0.0,0.0,-9.793749809265137
